,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,0.0,0.0,0.015053763440860214,9.645044215773293e-05,0.0,0.0,0.06567013034288749,1.6098039550359852e-18,6.1632816802601294e-18,0.0,0.7050225930113676,0.5267857142857144,0.4720930232558138,0.5391566265060241,0.5655430711610485,0.046948356807511735,0.48873483535528606,0.016987912446912775,0.2878315132605304,0.43198439785470494,0.11409395973154363,0.22240102993241068,0.39120370370370366,0.34362139917695467,0.18794556059624107,0.385204081632653,0.14403292181069954,0.25742574257425743,0.39692017598994345,0.29462631253860405,0.44295302013422816,0.27522935779816515,0.35051546391752586,0.3044478527607362,0.07913669064748202,0.22417153996101366,0.0
1,0.07390931371029824,0.0,0.009453885907374279,0.06129032258064517,0.533628049473557,0.7878113303204765,0.4660881748376486,0.0484198551801045,1.5937192958885753e-18,6.003630534120467e-18,0.0,0.5669547911525885,0.6540178571428577,0.31860465116279046,0.6536144578313259,0.3483146067415728,0.18309859154929573,0.3495089543616407,0.11630186213655669,0.4719188767550702,0.2949780594831789,0.5455417066155321,0.2520115867396202,0.37037037037037035,0.7685185185185184,0.21905379131561892,0.4540816326530612,0.3868312757201645,0.35203520352035206,0.1228786926461345,0.06609017912291539,0.3342281879194631,0.11509591326105087,0.38981958762886604,0.4639570552147239,0.0,0.2777777777777778,0.0
2,0.028069683923185533,0.0008613068918583182,0.003105744384814152,0.016129032258064516,0.5527677972309571,0.7618251534217995,0.4792671811048665,0.01650966301332124,1.6111914880420174e-18,6.174871428503182e-18,0.014053666667843372,0.000590204948455426,0.5825892857142856,0.32093023255813957,0.7891566265060241,0.37453183520599254,0.07981220657276995,0.6216060080878105,0.03397582489382555,0.40639625585023403,0.28766455387615797,0.36625119846596355,0.1676858706147409,0.1608796296296296,1.0,0.1801685029163966,0.47857142857142854,0.23353909465020573,0.3058305830583058,0.13104965430546825,0.2575663990117356,0.39597315436241615,0.15221017514595495,0.4471649484536083,0.4524539877300614,0.18705035971223025,0.1354775828460039,1.0
3,0.2047978667883189,8.254019088244543e-07,0.0,0.1075268817204301,0.22927882450152076,0.00041508805073639364,0.0289352763759722,0.20178055980817344,1.1711570598027053e-18,5.304789538238318e-18,0.021069922731317577,0.5576452007027984,0.359375,0.40930232558139545,0.7771084337349379,0.5505617977528088,0.1737089201877934,0.6504910456383594,0.0,0.6326053042121684,0.4612384202827889,0.12943432406519656,0.14483424525265529,0.0,0.4629629629629629,0.27738172391445237,0.551530612244898,0.7355967078189299,0.44554455445544555,0.04242614707730987,0.38974675725756636,0.574496644295302,0.06922435362802334,0.23195876288659797,0.3450920245398773,0.0,0.04385964912280702,1.0
4,0.0,0.0,0.0,0.008602150537634405,0.7105237527734041,0.0,0.0,0.0010616150532087865,1.6103330292159804e-18,6.1918847412538185e-18,0.0,0.8835446005871314,0.0,0.7093023255813953,0.46084337349397586,0.40074906367041185,1.0,0.4714038128249567,1.0,0.1591263650546022,0.09946367625548512,0.0,0.26263276472481495,0.0,0.0,0.3966299416720674,0.10408163265306121,0.3672839506172839,0.22442244224422445,0.06411062225015714,0.1260037059913527,0.0,0.45871559633027514,0.5257731958762887,0.0,0.0,0.19883040935672516,0.0
5,0.0,0.0,0.0,0.13655913978494624,0.9499460698224214,0.0,0.0,0.03236427388460994,1.6050514136673224e-18,6.184364552844981e-18,0.03416564332888088,0.7504181895884959,0.5691964285714279,0.5023255813953487,0.3765060240963862,0.606741573033708,0.09389671361502347,0.29173887926054304,0.07938582162691932,0.39859594383775354,0.31838127742564604,0.30201342281879195,0.1989056968136466,0.4606481481481481,0.31172839506172834,0.14808813998703824,0.42397959183673467,0.13683127572016462,0.29372937293729373,0.23318667504714016,0.38542310067943175,0.4463087248322148,0.4720600500417014,0.3369845360824743,0.2730061349693252,0.26618705035971224,0.19103313840155947,1.0
6,0.0,0.0,0.0,0.016129032258064516,0.7792039483092447,0.0,0.0,0.001625887607949572,1.610937616338128e-18,6.1855458966727975e-18,0.0,0.7291816701931474,0.703125,0.3395348837209302,0.5150602409638552,0.47940074906367025,0.0892018779342723,0.3558636626227614,0.07971251225089841,0.4477379095163807,0.3315455875182837,0.4276126558005753,0.17090440939813323,0.4918981481481481,0.5030864197530863,0.19961114711600778,0.5693877551020408,0.12242798353909463,0.37403740374037403,0.12036455059710874,0.4002470660901791,0.3711409395973155,0.14220183486238533,0.31507731958762886,0.4072085889570552,0.15287769784172664,0.3830409356725147,1.0
7,0.07275642734150602,0.0005872734581285992,0.0001490757304710793,0.05483870967741935,0.6676705598606814,0.3642604536326407,0.7665057676726215,0.056406720652447895,2.108670267776793e-18,7.074866534814967e-18,0.027274554097483097,0.49446163344199695,0.6183035714285721,0.3395348837209302,0.6656626506024104,0.393258426966292,0.1408450704225352,0.41883304448295783,0.10160078405749756,0.6060842433697348,0.4041930765480253,0.3480345158197507,0.20019311232700354,0.12037037037037036,0.5329218106995884,0.28548282566429034,0.39642857142857135,0.2674897119341563,0.34213421342134215,0.1791326209930861,0.15997529339098207,0.4174496644295302,0.014178482068390313,0.2673969072164949,0.6756134969325154,0.18705035971223025,0.2524366471734893,1.0
8,0.19369730658471668,0.0,0.0,0.2021505376344086,0.00033539769720211643,0.00018844638402483934,0.01872358364477893,0.22792745075120902,2.3700110619411373e-18,7.172238854567433e-18,1.1752522719387331e-06,0.6474338135824294,0.6071428571428577,0.40930232558139545,0.67168674698795,0.292134831460674,0.1408450704225352,0.2772963604852686,0.09408689970597844,0.3931357254290172,0.32715748415407114,0.3681687440076702,0.16221435468297393,0.22222222222222218,0.5432098765432098,0.19442644199611148,0.5872448979591836,0.2932098765432098,0.528052805280528,0.12822124450031427,0.29647930821494745,0.22550335570469798,0.21267723102585487,0.46327319587628873,0.6065950920245399,0.08633093525179857,0.2573099415204679,0.0
9,0.029515750535224396,0.0,0.0,0.0,0.0,0.00018962978487731236,0.002853114654658329,0.017453236283009765,1.6114260115488876e-18,6.2700920051076266e-18,0.0,0.6488311855437051,0.5357142857142856,0.4325581395348834,0.6656626506024104,0.4419475655430709,0.06572769953051644,0.3934142114384749,0.04148970924534466,0.25195007800312014,0.33203315455875176,0.28763183125599234,0.17830704859993562,0.2673611111111111,0.4979423868312757,0.2391445236552171,0.4295918367346938,0.13786008230452673,0.5324532453245324,0.28629792583280955,0.24212476837554045,0.30201342281879195,0.3632193494578816,0.37886597938144334,0.495398773006135,0.06294964028776978,0.14619883040935674,0.0
