,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,0.009543459707377386,0.0,0.0,0.0026377491207502917,0.0017881756085001157,0.0023904136474095766,0.0027371237893402405,0.006969907081487259,1.1607088940781537e-16,1.2813239966937152e-16,0.0024239852017403593,0.6162958012706554,0.4874608150470219,0.4387211367673183,0.5683453237410081,0.4878706199460916,0.06766917293233082,0.31102531102531106,0.042096686583378604,0.22347872913301023,0.25232403718459495,0.09298140371925614,0.2517935663040963,0.12757201646090535,0.09043173862310386,0.17618147448015123,0.47226624405705236,0.1415025528811087,0.21709974853310982,0.2139905548996458,0.24678418294425916,0.29725297252972527,0.4187880960917892,0.2717201166180758,0.2380327868852459,0.14565826330532214,0.128565522943365
1,0.0017690303857407087,0.0,0.0006886377058787313,0.0014654161781946073,0.652335799640348,0.5936630468237512,0.34223101036292225,0.0014644651181854318,1.160705859562248e-16,1.281559547568249e-16,1.9223498631184965e-06,0.7399632744028047,0.5752351097178683,0.31438721136767334,0.6097122302158287,0.4447439353099727,0.09398496240601503,0.3582153582153582,0.033405757740358505,0.3042541733979537,0.26117751217352814,0.20635872825434912,0.13075676926637353,0.22222222222222224,0.2864644107351225,0.2045368620037807,0.4381933438985738,0.27716994894237784,0.18524727577535624,0.13783943329397874,0.3158646974749881,0.3021730217302173,0.20186446755109358,0.32944606413994176,0.3219672131147541,0.10364145658263306,0.13187267465894997
2,0.005834419043658865,0.0,0.0005791853552754892,0.003810082063305978,0.5696391526405512,0.5526557255583603,0.4676757910605397,0.003404672780127793,1.1607102993951376e-16,1.2816639335748826e-16,0.0,0.7635011848906561,0.5752351097178683,0.31438721136767334,0.6097122302158287,0.4447439353099727,0.09398496240601503,0.3582153582153582,0.033405757740358505,0.3042541733979537,0.26117751217352814,0.20635872825434912,0.13075676926637353,0.22222222222222224,0.2864644107351225,0.2045368620037807,0.4381933438985738,0.27716994894237784,0.18524727577535624,0.13783943329397874,0.3158646974749881,0.3021730217302173,0.20186446755109358,0.32944606413994176,0.3219672131147541,0.10364145658263306,0.13187267465894997
3,0.0,0.0,0.0,0.0017584994138335284,0.7351355614747783,0.0,0.0,0.0004566860141270723,1.1607050054298444e-16,1.2815766313934851e-16,0.0,0.44082325682938867,0.5940438871473357,0.28952042628774444,0.6025179856115113,0.49595687331536387,0.04511278195488722,0.2651222651222651,0.030418250950570346,0.1663974151857835,0.1615759185480301,0.1517696460707858,0.1624623929645915,0.16213991769547326,0.0985997666277713,0.12741020793950852,0.3894611727416799,0.09263311451495258,0.1173512154233026,0.5306965761511215,0.29442591710338256,0.33415334153341536,0.34528504840444607,0.26180758017492717,0.4236065573770492,0.31512605042016806,0.034725093013641996
4,0.0,0.0,0.0,0.0061547479484173485,0.5776522043679388,0.0,0.0,0.003502172774577428,1.1606751945756845e-16,1.2818297975825683e-16,0.0,0.2822954333082193,0.550156739811912,0.4049733570159859,0.5971223021582741,0.39622641509433953,0.05639097744360902,0.45817245817245816,0.032862574687669746,0.1567043618739903,0.3975210270030987,0.1307738452309538,0.1967137236750752,0.07983539094650205,0.14177362893815637,0.13761814744801512,0.41362916006339145,0.1320204230488694,0.18273260687342835,0.4371310507674144,0.2429728442115293,0.25871258712587125,0.19899605593402653,0.2688046647230321,0.27081967213114755,0.06862745098039216,0.09011988424968996
5,0.008858580924447272,0.0,0.014240206864942638,0.01670574443141852,0.732039215683566,0.5637221434423156,0.7389997915098472,0.007994537844242533,1.1590620965531456e-16,1.2788883359776622e-16,0.00010963614838025484,0.6590889098467817,0.5705329153605008,0.4422735346358795,0.5,0.439353099730458,0.06766917293233082,0.30416130416130416,0.03910917979359044,0.26332794830371564,0.3098716246126605,0.16976604679064186,0.12196250867854662,0.3193415637860082,0.17036172695449242,0.19735349716446124,0.29437400950871634,0.15098468271334792,0.2732606873428332,0.26859504132231404,0.24202000952834685,0.2140221402214022,0.38866977411258513,0.3102040816326531,0.4177049180327869,0.07983193277310924,0.1368334022323274
6,0.009810121194288554,0.0,5.2445917997386823e-05,0.030773739742086755,0.3967553567051543,0.4910024373369568,0.42054080176842207,0.008627845778083953,1.1607139198431216e-16,1.281592427031229e-16,0.0,0.5873299004421315,0.34796238244514077,0.4174067495559506,0.514388489208633,0.8652291105121293,0.03383458646616541,0.17546117546117546,0.035578489951113526,0.12331717824448034,0.19566179725542274,0.0689862027594481,0.10992825734783614,0.18847736625514402,0.057176196032672114,0.3032136105860113,0.13629160063391443,0.05032822757111597,0.1374685666387259,0.2367178276269185,0.16388756550738448,0.6912669126691267,0.9232699892434565,0.3055393586005831,0.09639344262295083,0.06862745098039216,0.11492352211657708
7,0.006375175925839331,0.0,0.00022802573042342097,0.025498241500586168,0.5549181114196882,0.6280466983089317,0.3652221647743304,0.005831374124910305,1.1607066990606075e-16,1.2815287842313018e-16,0.00035104024571143243,0.6420152593623473,0.5548589341692787,0.4174067495559506,0.6025179856115113,0.37735849056603743,0.03383458646616541,0.3504933504933505,0.005975013579576318,0.2778675282714055,0.33333333333333337,0.15476904619076184,0.18421661652395277,0.1242798353909465,0.23862310385064178,0.22759924385633268,0.3494453248811411,0.1159737417943107,0.10813076278290026,0.3364817001180637,0.36874702239161505,0.1939319393193932,0.2811043384725708,0.20058309037900876,0.42295081967213116,0.06022408963585434,0.08887970235634558
8,0.0,0.0,0.0,0.00849941383352872,0.5313517097827799,0.0,0.0,0.0024155931456180113,1.1606495919234636e-16,1.2815323094214728e-16,0.0,0.6926656880914,0.61128526645768,0.3570159857904087,0.5953237410071957,0.3692722371967654,0.05263157894736842,0.3586443586443586,0.033405757740358505,0.23586429725363486,0.351925630810093,0.22195560887822435,0.14579958342976163,0.16872427983539093,0.24795799299883314,0.23289224952741022,0.4068938193343899,0.12035010940919037,0.3445096395641241,0.2021841794569067,0.2677465459742735,0.19106191061910618,0.19361778415202582,0.27930029154518954,0.48524590163934433,0.1722689075630252,0.11326994625878463
9,0.021800295965474056,0.0,0.0,0.035169988276670575,0.00016810549731911787,8.799024284367112e-05,0.004650056746559248,0.027617214753227426,1.1608147970617659e-16,1.2825870847482941e-16,4.05416491343094e-07,0.6541471897148072,0.619122257053291,0.32149200710479575,0.5971223021582741,0.37196765498652273,0.10150375939849622,0.19219219219219222,0.06762629005975014,0.2681744749596123,0.2864099158919876,0.14937012597480503,0.17264522101365423,0.12263374485596708,0.3483080513418903,0.20680529300567108,0.35499207606973066,0.20860685630926334,0.2087175188600168,0.17621015348288074,0.21343496903287282,0.24477244772447723,0.24022947292936536,0.40641399416909624,0.48918032786885246,0.48739495798319327,0.10293509714758164
